Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1569920425,2019-10-01 09:00:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,13300,9238,0,2019-10-01 08:48:42.000000000,
1569920485,2019-10-01 09:01:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,14600,9238,0,2019-10-01 08:48:42.000000000,
1569920545,2019-10-01 09:02:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,15800,9238,0,2019-10-01 08:48:42.000000000,
1569920605,2019-10-01 09:03:25.280,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,17200,9238,0,2019-10-01 08:48:42.000000000,
1569920665,2019-10-01 09:04:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,18600,9238,0,2019-10-01 08:48:42.000000000,
1569920725,2019-10-01 09:05:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,19900,9238,0,2019-10-01 08:48:42.000000000,
1569920785,2019-10-01 09:06:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,21500,9238,0,2019-10-01 08:48:42.000000000,
1569920845,2019-10-01 09:07:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,23100,9238,0,2019-10-01 08:48:42.000000000,
1569920905,2019-10-01 09:08:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,24700,9238,0,2019-10-01 08:48:42.000000000,
1569920965,2019-10-01 09:09:25.269,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,26400,9238,0,2019-10-01 08:48:42.000000000,
1569921025,2019-10-01 09:10:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,28000,9238,0,2019-10-01 08:48:42.000000000,
1569921085,2019-10-01 09:11:25.267,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,29600,9238,0,2019-10-01 08:48:42.000000000,
1569921145,2019-10-01 09:12:25.269,57.990624N 10.574544E 186m,Off,6,3.639303E0,2.3865638E0,Time OK,Free running,31200,9238,0,2019-10-01 08:48:42.000000000,
