Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1570640422,2019-10-09 17:00:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640482,2019-10-09 17:01:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640542,2019-10-09 17:02:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640602,2019-10-09 17:03:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640662,2019-10-09 17:04:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640722,2019-10-09 17:05:22.354,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640782,2019-10-09 17:06:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640842,2019-10-09 17:07:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640902,2019-10-09 17:08:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
1570640962,2019-10-09 17:09:22.352,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,2.41947456E2,3.005736E2,1.95741696E2,8.890207199999999E1,7.7249872E1,2.59749312E2,1.75180288E2,2.2266498E1,8.154516799999999E1,,,,3.64245E1,4.7248819999999995E1,1.6440106999999998E1,6.5873044E1,3.5712804E1,1.9492358E1,5.9609556E1,6.266569E0,6.114211999999999E0,,,,2,5,6,7,9,13,30,16,23,,,,14,10,11,15,1,1,15,0,0,,,,
