Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1570611645,2019-10-09 09:00:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570611705,2019-10-09 09:01:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570611765,2019-10-09 09:02:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570611825,2019-10-09 09:03:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570611885,2019-10-09 09:04:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570611945,2019-10-09 09:05:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570612005,2019-10-09 09:06:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570612065,2019-10-09 09:07:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570612125,2019-10-09 09:08:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570612185,2019-10-09 09:09:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
1570612245,2019-10-09 09:10:45.722,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Acquired,,,2.78333056E2,1.69995664E2,5.1615192E1,2.8978592E2,1.21996656E2,2.15468976E2,1.42263536E2,3.15588032E2,9.526356E1,2.1663551999999999E2,,,4.8026751999999995E1,7.2173512E1,2.9838174E1,5.5440383999999995E1,2.3375799999999998E1,3.432076E1,3.4950708E1,2.3061528E1,3.2042899999999996E1,1.2503577E1,,,1,8,10,11,14,22,27,28,32,3,,,7,15,5,7,0,8,14,2,4,4,,,
