Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1570586445,2019-10-09 02:00:45.722,-2.500534E-3,-1.0637283E-2,-3.4627914E-3,-3.276825E-3,3.6329746E-1,3.5641956E-1,3.6711884E-1,
1570586505,2019-10-09 02:01:45.722,-6.7806244E-4,-8.814335E-3,-1.4858246E-3,-2.0577908E-3,3.7067318E-1,3.646288E-1,3.7265968E-1,
1570586565,2019-10-09 02:02:45.722,-2.4790764E-3,-1.0110617E-2,-3.435135E-3,-3.942013E-3,3.6132145E-1,3.5555744E-1,3.654356E-1,
1570586625,2019-10-09 02:03:45.722,1.7824173E-3,-6.4561367E-3,6.558895E-4,1.5425682E-4,3.7487888E-1,3.700962E-1,3.7747765E-1,
1570586685,2019-10-09 02:04:45.722,-2.4576187E-3,-1.0028124E-2,-3.2887459E-3,-4.206419E-3,3.6443043E-1,3.5862637E-1,3.6636448E-1,
1570586745,2019-10-09 02:05:45.754,-1.7023087E-4,-7.8029633E-3,-1.1305809E-3,-1.6913414E-3,3.7463188E-1,3.6974716E-1,3.7540054E-1,
1570586805,2019-10-09 02:06:45.722,-8.4257126E-4,-8.354664E-3,-1.5985966E-3,-2.1476746E-3,3.6934853E-1,3.645439E-1,3.7200642E-1,
1570586865,2019-10-09 02:07:45.722,3.9100647E-5,-7.746458E-3,-1.1906624E-3,-1.3370514E-3,3.7102318E-1,3.650732E-1,3.732214E-1,
1570586925,2019-10-09 02:08:45.722,1.7371178E-3,-6.5181255E-3,6.015301E-4,6.0915947E-4,3.7675953E-1,3.7090778E-1,3.781662E-1,
1570586985,2019-10-09 02:09:45.722,1.9886494E-3,-6.0658455E-3,9.3603134E-4,4.2653084E-4,3.7558746E-1,3.7141132E-1,3.776369E-1,
