Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1570302045,2019-10-05 19:00:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.9988521599999999E2,6.0633832E1,3.05828864E2,2.93387968E2,1.1867595999999999E2,6.2436712E1,3.664198E1,3.1279967999999997E2,,,,,5.1677596E1,1.6725609E1,7.2132088E1,3.6016044E1,4.814078E1,4.8770384E1,7.638951E0,1.1869931E1,,,,,5,7,13,15,28,30,8,21,,,,,15,3,11,13,9,11,0,0,,,,,
1570302105,2019-10-05 19:01:45.722,Acquired,Not acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.9955472E2,6.0771164E1,3.064688E2,2.9351417599999996E2,1.1808488799999999E2,6.24512E1,3.6245388E1,3.12420704E2,,,,,5.1227475999999996E1,1.6338641E1,7.2564016E1,3.6441688E1,4.8426567999999996E1,4.8335448E1,7.659116999999999E0,1.1842843E1,,,,,5,7,13,15,28,30,8,21,,,,,15,1,10,9,7,13,0,1,,,,,
1570302165,2019-10-05 19:02:45.725,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.9923411199999998E2,6.0909864E1,3.0712665599999997E2,2.93637664E2,1.17486688E2,6.2470775999999994E1,3.5849872E1,3.1203916799999996E2,,,,,5.0777148E1,1.5953104E1,7.299455999999999E1,3.6866972E1,4.8706148E1,4.790186E1,7.674975E0,1.1811581E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,12,14,7,13,0,1,,,,,
1570302225,2019-10-05 19:03:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
1570302285,2019-10-05 19:04:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
1570302345,2019-10-05 19:05:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
1570302405,2019-10-05 19:06:45.750,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
1570302465,2019-10-05 19:07:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
1570302525,2019-10-05 19:08:45.726,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
1570302585,2019-10-05 19:09:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98923216E2,6.1050383999999994E1,3.0780377599999997E2,2.9375843199999997E2,1.16881328E2,6.2495604E1,3.5455268E1,3.11658144E2,,,,,5.0326248E1,1.5569334E1,7.3424264E1,3.7292668E1,4.8980396E1,4.7469848E1,7.6873499999999995E0,1.1776874999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,13,11,11,4,0,1,,,,,
