Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1570294845,2019-10-05 17:00:45.722,-2.548933E-3,-1.0090113E-2,-3.4484863E-3,-3.8859844E-3,3.6036396E-1,3.5466766E-1,3.6431694E-1,
1570294905,2019-10-05 17:01:45.722,9.226799E-5,-8.7919235E-3,-1.5451908E-3,-2.300024E-3,3.6788464E-1,3.6082935E-1,3.6966705E-1,
1570294965,2019-10-05 17:02:45.728,2.4096966E-3,-5.894184E-3,6.096363E-4,-6.890297E-5,3.6647224E-1,3.6105156E-1,3.699417E-1,
1570295025,2019-10-05 17:03:45.724,-5.271435E-4,-7.7986717E-3,-1.696825E-3,-1.8498898E-3,3.6601448E-1,3.612213E-1,3.699522E-1,
1570295085,2019-10-05 17:04:45.722,-2.1939278E-3,-1.0718346E-2,-3.4461021E-3,-5.5315495E-3,3.5905266E-1,3.5396767E-1,3.6239147E-1,
1570295145,2019-10-05 17:05:45.722,1.9655228E-3,-5.913973E-3,-3.8409233E-4,-1.1720657E-3,3.7071133E-1,3.6525154E-1,3.6659527E-1,
1570295205,2019-10-05 17:06:45.724,2.4824142E-3,-6.2232018E-3,4.8422813E-4,4.005432E-5,3.693781E-1,3.654766E-1,3.7221813E-1,
1570295265,2019-10-05 17:07:45.722,-2.6705265E-3,-1.0271549E-2,-3.6466122E-3,-4.327774E-3,3.5626507E-1,3.5154343E-1,3.5915184E-1,
1570295325,2019-10-05 17:08:45.724,-2.1891594E-3,-1.0178328E-2,-3.679514E-3,-4.865408E-3,3.6182308E-1,3.556099E-1,3.6348152E-1,
1570295385,2019-10-05 17:09:45.723,4.0769577E-4,-5.805731E-3,2.3674965E-4,3.671646E-4,3.7202454E-1,3.6634445E-1,3.754692E-1,
1570295445,2019-10-05 17:10:45.722,9.226799E-5,-7.778406E-3,-1.0266304E-3,-1.547575E-3,3.6359692E-1,3.5914135E-1,3.6706448E-1,
1570295505,2019-10-05 17:11:45.724,7.972717E-4,-7.8969E-3,-1.3520718E-3,-1.4309883E-3,3.654003E-1,3.6024857E-1,3.7079906E-1,
1570295565,2019-10-05 17:12:45.722,-9.365082E-4,-8.107424E-3,-1.4955997E-3,-1.7259121E-3,3.650093E-1,3.598194E-1,3.6630154E-1,
1570295625,2019-10-05 17:13:45.722,-2.4733543E-3,-1.0464191E-2,-4.0619373E-3,-4.4202805E-3,3.6129284E-1,3.5512733E-1,3.639679E-1,
1570295685,2019-10-05 17:14:45.722,2.4676323E-4,-8.313179E-3,-2.4867058E-3,-2.6125908E-3,3.6737728E-1,3.6347198E-1,3.699093E-1,
1570295745,2019-10-05 17:15:45.722,2.1893978E-3,-6.780386E-3,6.504059E-4,6.594658E-4,3.6958694E-1,3.6545753E-1,3.7407017E-1,
1570295805,2019-10-05 17:16:45.724,-1.5583038E-3,-8.694649E-3,-1.9259453E-3,-2.5963783E-3,3.6285114E-1,3.5820198E-1,3.6595154E-1,
1570295865,2019-10-05 17:17:45.722,-5.8174133E-5,-7.3873997E-3,-7.510185E-4,-1.7077923E-3,3.6878872E-1,3.633833E-1,3.7217903E-1,
1570295925,2019-10-05 17:18:45.722,2.4609566E-3,-5.8903694E-3,1.1677742E-3,-1.680851E-4,3.7427616E-1,3.686123E-1,3.7632275E-1,
1570295985,2019-10-05 17:19:45.722,-2.0666122E-3,-8.048296E-3,-1.8687248E-3,-2.5515556E-3,3.6542225E-1,3.601408E-1,3.6890507E-1,
1570296045,2019-10-05 17:20:45.723,-9.2840195E-4,-8.066177E-3,-1.5377998E-3,-2.0320415E-3,3.653698E-1,3.6036396E-1,3.6756516E-1,
