Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570298445,2019-10-05 18:00:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,23200,9094,0,2019-10-05 17:40:32.000000000,
1570298505,2019-10-05 18:01:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,24500,9094,0,2019-10-05 17:40:32.000000000,
1570298565,2019-10-05 18:02:45.730,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,25700,9094,0,2019-10-05 17:40:32.000000000,
1570298625,2019-10-05 18:03:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,27200,9094,0,2019-10-05 17:40:32.000000000,
1570298685,2019-10-05 18:04:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,28700,9094,0,2019-10-05 17:40:32.000000000,
1570298745,2019-10-05 18:05:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,30200,9094,0,2019-10-05 17:40:32.000000000,
1570298805,2019-10-05 18:06:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,31900,9094,0,2019-10-05 17:40:32.000000000,
1570298865,2019-10-05 18:07:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,33500,9094,0,2019-10-05 17:40:32.000000000,
1570298925,2019-10-05 18:08:45.724,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,35100,9094,0,2019-10-05 17:40:32.000000000,
1570298985,2019-10-05 18:09:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,36700,9094,0,2019-10-05 17:40:32.000000000,
1570299045,2019-10-05 18:10:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,38400,9094,0,2019-10-05 17:40:32.000000000,
1570299105,2019-10-05 18:11:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,40300,9094,0,2019-10-05 17:40:32.000000000,
1570299165,2019-10-05 18:12:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,42400,9094,0,2019-10-05 17:40:32.000000000,
1570299225,2019-10-05 18:13:45.724,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,44300,9094,0,2019-10-05 17:40:32.000000000,
1570299285,2019-10-05 18:14:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,46000,9094,0,2019-10-05 17:40:32.000000000,
1570299345,2019-10-05 18:15:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,47800,9094,0,2019-10-05 17:40:32.000000000,
1570299405,2019-10-05 18:16:45.722,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,49600,9094,0,2019-10-05 17:40:32.000000000,
1570299465,2019-10-05 18:17:45.734,57.990628N 10.574538E 187m,Off,5,3.3596506E0,2.0280187E0,Time OK,Free running,51300,9094,0,2019-10-05 17:40:32.000000000,
1570299525,2019-10-05 18:18:45.723,57.990628N 10.574538E 187m,No GPS time,5,4.0329323E0,2.914314E0,Time OK,Free running,53000,9094,0,2019-10-05 18:18:42.000000000,
1570299585,2019-10-05 18:19:45.722,57.990552N 10.574614E 245m,Doing fixes,6,2.377051E0,1.3944871E0,Time OK,Fine lock,100,9074,0,2019-10-05 18:19:42.000000000,
1570299645,2019-10-05 18:20:45.722,57.990592N 10.574521E 205m,Doing fixes,5,4.136242E0,3.0027838E0,Time OK,Fine lock,100,9080,0,2019-10-05 18:20:42.000000000,
1570299705,2019-10-05 18:21:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,800,9076,0,2019-10-05 18:20:52.000000000,
1570299765,2019-10-05 18:22:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,1700,9076,0,2019-10-05 18:20:52.000000000,
1570299825,2019-10-05 18:23:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,2700,9076,0,2019-10-05 18:20:52.000000000,
1570299885,2019-10-05 18:24:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,4100,9076,0,2019-10-05 18:20:52.000000000,
1570299945,2019-10-05 18:25:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,5400,9076,0,2019-10-05 18:20:52.000000000,
1570300005,2019-10-05 18:26:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,6400,9076,0,2019-10-05 18:20:52.000000000,
1570300065,2019-10-05 18:27:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,7500,9076,0,2019-10-05 18:20:52.000000000,
1570300125,2019-10-05 18:28:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,8500,9076,0,2019-10-05 18:20:52.000000000,
1570300185,2019-10-05 18:29:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,9800,9076,0,2019-10-05 18:20:52.000000000,
1570300245,2019-10-05 18:30:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,11100,9076,0,2019-10-05 18:20:52.000000000,
1570300305,2019-10-05 18:31:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,12200,9076,0,2019-10-05 18:20:52.000000000,
1570300365,2019-10-05 18:32:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,13400,9076,0,2019-10-05 18:20:52.000000000,
1570300425,2019-10-05 18:33:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,14700,9076,0,2019-10-05 18:20:52.000000000,
1570300485,2019-10-05 18:34:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,15800,9076,0,2019-10-05 18:20:52.000000000,
1570300545,2019-10-05 18:35:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,16800,9076,0,2019-10-05 18:20:52.000000000,
1570300605,2019-10-05 18:36:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,18000,9076,0,2019-10-05 18:20:52.000000000,
1570300665,2019-10-05 18:37:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,19200,9076,0,2019-10-05 18:20:52.000000000,
1570300725,2019-10-05 18:38:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,20400,9076,0,2019-10-05 18:20:52.000000000,
1570300785,2019-10-05 18:39:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,22100,9076,0,2019-10-05 18:20:52.000000000,
1570300845,2019-10-05 18:40:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,23600,9076,0,2019-10-05 18:20:52.000000000,
1570300905,2019-10-05 18:41:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,24900,9076,0,2019-10-05 18:20:52.000000000,
1570300965,2019-10-05 18:42:45.723,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,26300,9076,0,2019-10-05 18:20:52.000000000,
1570301025,2019-10-05 18:43:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,27700,9076,0,2019-10-05 18:20:52.000000000,
1570301085,2019-10-05 18:44:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,29200,9076,0,2019-10-05 18:20:52.000000000,
1570301145,2019-10-05 18:45:45.722,57.990584N 10.574561E 211m,Off,6,2.3994477E0,1.4147094E0,Time OK,Free running,31000,9076,0,2019-10-05 18:20:52.000000000,
