Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1570388445,2019-10-06 19:00:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,2.1531622399999998E2,5.7614956E1,2.9199609599999997E2,2.88907136E2,1.32368112E2,6.5293776E1,4.7904176E1,3.2353923199999997E2,,,,,6.3533136E1,2.8185851999999997E1,5.9774372E1,2.419586E1,3.8188652E1,6.1394912E1,5.418451999999999E0,1.103548E1,,,,,5,7,13,15,28,30,8,21,,,,,13,4,10,8,10,11,0,2,,,,,
1570388505,2019-10-06 19:01:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.9835984E2,6.13516E1,3.09308E2,2.94005152E2,1.15616784E2,6.2567868E1,3.4582096E1,3.10843264E2,,,,,4.9411044E1,1.4789562E1,7.4328008E1,3.8241755999999995E1,4.95327E1,4.6599332E1,7.691904999999999E0,1.1694011999999999E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,12,9,11,8,0,2,,,,,
1570388565,2019-10-06 19:02:45.723,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.98080896E2,6.1493848E1,3.10041312E2,2.9411487999999997E2,1.15001944E2,6.2606308E1,3.4198555999999996E1,3.10471808E2,,,,,4.8968516E1,1.4417829E1,7.4745496E1,3.8659352E1,4.9783539999999995E1,4.6180032E1,7.691952E0,1.1649085E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,14,6,6,8,0,2,,,,,
1570388625,2019-10-06 19:03:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
1570388685,2019-10-06 19:04:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
1570388745,2019-10-06 19:05:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
1570388805,2019-10-06 19:06:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
1570388865,2019-10-06 19:07:45.723,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
1570388925,2019-10-06 19:08:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
1570388985,2019-10-06 19:09:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,,,1.97801872E2,6.164138E1,3.1082284799999996E2,2.9422479999999996E2,1.14362336E2,6.2650068E1,3.3805184E1,3.1009065599999997E2,,,,,4.8513272E1,1.4036513999999999E1,7.5173288E1,3.9088575999999996E1,5.0034839999999996E1,4.57498E1,7.687605E0,1.1599026E1,,,,,5,7,13,15,28,30,8,21,,,,,15,2,10,9,5,8,0,1,,,,,
