Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570381245,2019-10-06 17:00:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,300,9313,0,2019-10-06 17:00:22.000000000,
1570381305,2019-10-06 17:01:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,1400,9313,0,2019-10-06 17:00:22.000000000,
1570381365,2019-10-06 17:02:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,2800,9313,0,2019-10-06 17:00:22.000000000,
1570381425,2019-10-06 17:03:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,4300,9313,0,2019-10-06 17:00:22.000000000,
1570381485,2019-10-06 17:04:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,6100,9313,0,2019-10-06 17:00:22.000000000,
1570381545,2019-10-06 17:05:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,7800,9313,0,2019-10-06 17:00:22.000000000,
1570381605,2019-10-06 17:06:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,9600,9313,0,2019-10-06 17:00:22.000000000,
1570381665,2019-10-06 17:07:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,11700,9313,0,2019-10-06 17:00:22.000000000,
1570381725,2019-10-06 17:08:45.724,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,13800,9313,0,2019-10-06 17:00:22.000000000,
1570381785,2019-10-06 17:09:45.724,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,16100,9313,0,2019-10-06 17:00:22.000000000,
1570381845,2019-10-06 17:10:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,18700,9313,0,2019-10-06 17:00:22.000000000,
1570381905,2019-10-06 17:11:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,21400,9313,0,2019-10-06 17:00:22.000000000,
1570381965,2019-10-06 17:12:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,23900,9313,0,2019-10-06 17:00:22.000000000,
1570382025,2019-10-06 17:13:45.758,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,26500,9313,0,2019-10-06 17:00:22.000000000,
1570382085,2019-10-06 17:14:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,29100,9313,0,2019-10-06 17:00:22.000000000,
1570382145,2019-10-06 17:15:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,31900,9313,0,2019-10-06 17:00:22.000000000,
1570382205,2019-10-06 17:16:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,35200,9313,0,2019-10-06 17:00:22.000000000,
1570382265,2019-10-06 17:17:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,38400,9313,0,2019-10-06 17:00:22.000000000,
1570382325,2019-10-06 17:18:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,41500,9313,0,2019-10-06 17:00:22.000000000,
1570382385,2019-10-06 17:19:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,45000,9313,0,2019-10-06 17:00:22.000000000,
1570382445,2019-10-06 17:20:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,48500,9313,0,2019-10-06 17:00:22.000000000,
1570382505,2019-10-06 17:21:45.722,57.990604N 10.574409E 212m,Off,6,2.736418E0,10.5207942E0,Time OK,Free running,51900,9313,0,2019-10-06 17:00:22.000000000,
1570382565,2019-10-06 17:22:45.723,57.990652N 10.574454E 201m,Doing fixes,5,3.7873878E0,2.5308611E0,Time OK,Free running,55400,9313,0,2019-10-06 17:22:42.000000000,
