Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570078845,2019-10-03 05:00:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,7700,8752,0,2019-10-03 04:53:52.000000000,
1570078905,2019-10-03 05:01:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,8700,8752,0,2019-10-03 04:53:52.000000000,
1570078965,2019-10-03 05:02:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,9700,8752,0,2019-10-03 04:53:52.000000000,
1570079025,2019-10-03 05:03:45.755,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,10800,8752,0,2019-10-03 04:53:52.000000000,
1570079085,2019-10-03 05:04:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,11900,8752,0,2019-10-03 04:53:52.000000000,
1570079145,2019-10-03 05:05:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,13300,8752,0,2019-10-03 04:53:52.000000000,
1570079205,2019-10-03 05:06:45.744,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,14800,8752,0,2019-10-03 04:53:52.000000000,
1570079265,2019-10-03 05:07:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,16000,8752,0,2019-10-03 04:53:52.000000000,
1570079325,2019-10-03 05:08:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,17200,8752,0,2019-10-03 04:53:52.000000000,
1570079385,2019-10-03 05:09:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,18600,8752,0,2019-10-03 04:53:52.000000000,
1570079445,2019-10-03 05:10:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,19900,8752,0,2019-10-03 04:53:52.000000000,
1570079505,2019-10-03 05:11:45.724,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,21200,8752,0,2019-10-03 04:53:52.000000000,
1570079565,2019-10-03 05:12:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,22400,8752,0,2019-10-03 04:53:52.000000000,
1570079625,2019-10-03 05:13:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,23400,8752,0,2019-10-03 04:53:52.000000000,
1570079685,2019-10-03 05:14:45.753,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,24500,8752,0,2019-10-03 04:53:52.000000000,
1570079745,2019-10-03 05:15:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,25900,8752,0,2019-10-03 04:53:52.000000000,
1570079805,2019-10-03 05:16:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,27200,8752,0,2019-10-03 04:53:52.000000000,
1570079865,2019-10-03 05:17:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,28400,8752,0,2019-10-03 04:53:52.000000000,
1570079925,2019-10-03 05:18:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,30100,8752,0,2019-10-03 04:53:52.000000000,
1570079985,2019-10-03 05:19:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,31500,8752,0,2019-10-03 04:53:52.000000000,
1570080045,2019-10-03 05:20:45.724,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,32800,8752,0,2019-10-03 04:53:52.000000000,
1570080105,2019-10-03 05:21:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,34400,8752,0,2019-10-03 04:53:52.000000000,
1570080165,2019-10-03 05:22:45.761,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,36000,8752,0,2019-10-03 04:53:52.000000000,
1570080225,2019-10-03 05:23:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,37700,8752,0,2019-10-03 04:53:52.000000000,
1570080285,2019-10-03 05:24:45.723,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,39300,8752,0,2019-10-03 04:53:52.000000000,
1570080345,2019-10-03 05:25:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,40300,8752,0,2019-10-03 04:53:52.000000000,
1570080405,2019-10-03 05:26:45.755,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,41500,8752,0,2019-10-03 04:53:52.000000000,
1570080465,2019-10-03 05:27:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,42900,8752,0,2019-10-03 04:53:52.000000000,
1570080525,2019-10-03 05:28:45.751,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,44400,8752,0,2019-10-03 04:53:52.000000000,
1570080585,2019-10-03 05:29:45.723,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,45900,8752,0,2019-10-03 04:53:52.000000000,
1570080645,2019-10-03 05:30:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,47500,8752,0,2019-10-03 04:53:52.000000000,
1570080705,2019-10-03 05:31:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,49100,8752,0,2019-10-03 04:53:52.000000000,
1570080765,2019-10-03 05:32:45.722,57.990588N 10.574480E 193m,Off,6,2.18484E0,1.2667816E0,Time OK,Free running,50500,8752,0,2019-10-03 04:53:52.000000000,
1570080825,2019-10-03 05:33:45.723,57.990472N 10.574289E 206m,Doing fixes,6,2.6024585E0,1.4705889E0,Time OK,Coarse lock,100,8593,1562,2019-10-03 05:33:42.000000000,
1570080885,2019-10-03 05:34:45.732,57.990580N 10.574421E 193m,Doing fixes,5,4.0019855E0,2.645103E0,Time OK,Fine lock,100,8746,0,2019-10-03 05:34:42.000000000,
1570080945,2019-10-03 05:35:45.722,57.990596N 10.574463E 191m,Off,5,3.9947135E0,2.6500764E0,Time OK,Free running,500,8746,0,2019-10-03 05:35:12.000000000,
1570081005,2019-10-03 05:36:45.722,57.990596N 10.574463E 191m,Off,5,3.9947135E0,2.6500764E0,Time OK,Free running,1300,8746,0,2019-10-03 05:35:12.000000000,
1570081065,2019-10-03 05:37:45.756,57.990596N 10.574463E 191m,Off,5,3.9947135E0,2.6500764E0,Time OK,Free running,2100,8746,0,2019-10-03 05:35:12.000000000,
1570081125,2019-10-03 05:38:45.722,57.990596N 10.574463E 191m,Off,5,3.9947135E0,2.6500764E0,Time OK,Free running,3100,8746,0,2019-10-03 05:35:12.000000000,
1570081185,2019-10-03 05:39:45.722,57.990596N 10.574463E 191m,Off,5,3.9947135E0,2.6500764E0,Time OK,Free running,3900,8746,0,2019-10-03 05:35:12.000000000,
