Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1570114845,2019-10-03 15:00:45.722,-3.64542E-4,-7.3411465E-3,-8.466244E-4,-1.5592575E-3,3.770771E-1,3.7181664E-1,3.7993145E-1,
1570114905,2019-10-03 15:01:45.722,-7.1525574E-6,-7.6904297E-3,-1.2040138E-3,-2.0487309E-3,3.7665272E-1,3.6928463E-1,3.7892628E-1,
1570114965,2019-10-03 15:02:45.763,-6.272793E-4,-8.448601E-3,-1.4131069E-3,-2.3715496E-3,3.6911392E-1,3.6370373E-1,3.7254524E-1,
1570115025,2019-10-03 15:03:45.722,-6.64711E-4,-8.297443E-3,-2.2497177E-3,-2.096653E-3,3.7427235E-1,3.6752224E-1,3.763008E-1,
1570115085,2019-10-03 15:04:45.722,-9.021759E-4,-8.309841E-3,-1.899004E-3,-1.8296242E-3,3.7529278E-1,3.699894E-1,3.774929E-1,
1570115145,2019-10-03 15:05:45.722,-2.7019978E-3,-1.0311365E-2,-3.6101341E-3,-3.6160946E-3,3.668766E-1,3.6151314E-1,3.7042427E-1,
1570115205,2019-10-03 15:06:45.722,-2.6557446E-3,-1.0491133E-2,-2.9644966E-3,-4.096508E-3,3.6786842E-1,3.6119843E-1,3.7041092E-1,
1570115265,2019-10-03 15:07:45.722,-2.2082329E-3,-1.0243654E-2,-3.499508E-3,-3.9412975E-3,3.7096214E-1,3.6640835E-1,3.7464237E-1,
1570115325,2019-10-03 15:08:45.722,-6.5660477E-4,-8.808136E-3,-1.1489391E-3,-2.195835E-3,3.7307453E-1,3.6708927E-1,3.769045E-1,
1570115385,2019-10-03 15:09:45.722,-8.046627E-4,-8.4450245E-3,-1.5850067E-3,-1.7893314E-3,3.7386227E-1,3.6853218E-1,3.7695122E-1,
1570115445,2019-10-03 15:10:45.722,-3.7837029E-4,-8.146524E-3,-1.5053749E-3,-2.118826E-3,3.7339497E-1,3.683815E-1,3.7619877E-1,
1570115505,2019-10-03 15:11:45.722,-2.4797916E-3,-1.0210037E-2,-3.4794807E-3,-4.0824413E-3,3.6990738E-1,3.6432838E-1,3.7171173E-1,
1570115565,2019-10-03 15:12:45.722,1.6543865E-3,-6.0765743E-3,3.0517578E-4,4.5704842E-4,3.7963676E-1,3.7391472E-1,3.8257885E-1,
1570115625,2019-10-03 15:13:45.736,1.6229153E-3,-5.6328773E-3,3.1352043E-4,2.8300285E-4,3.8129234E-1,3.759203E-1,3.8401031E-1,
1570115685,2019-10-03 15:14:45.722,-2.2141933E-3,-1.016736E-2,-3.1995773E-3,-4.30727E-3,3.7071705E-1,3.6479378E-1,3.738966E-1,
1570115745,2019-10-03 15:15:45.724,1.3356209E-3,-6.035328E-3,4.5776367E-5,5.3310394E-4,3.7966728E-1,3.73147E-1,3.8210297E-1,
1570115805,2019-10-03 15:16:45.722,-8.614063E-4,-7.851839E-3,-1.9395351E-3,-2.5072098E-3,3.734913E-1,3.6787128E-1,3.7577152E-1,
1570115865,2019-10-03 15:17:45.722,-8.8715553E-4,-8.463144E-3,-1.7921925E-3,-2.1083355E-3,3.725109E-1,3.681631E-1,3.7693787E-1,
1570115925,2019-10-03 15:18:45.722,-2.269268E-3,-9.957075E-3,-3.5738945E-3,-3.7240982E-3,3.6758804E-1,3.6267567E-1,3.7043858E-1,
1570115985,2019-10-03 15:19:45.722,1.9202232E-3,-5.81789E-3,9.274483E-4,8.3756447E-4,3.845377E-1,3.7954903E-1,3.8838577E-1,
1570116045,2019-10-03 15:20:45.722,1.9550323E-5,-7.472992E-3,-9.896755E-4,-8.8477135E-4,3.7499428E-1,3.6910534E-1,3.779831E-1,
1570116105,2019-10-03 15:21:45.722,1.9505024E-3,-5.7446957E-3,5.2142143E-4,3.1757355E-4,3.749838E-1,3.691883E-1,3.7905884E-1,
1570116165,2019-10-03 15:22:45.722,8.08239E-5,-7.7986717E-3,-8.497238E-4,-1.4173985E-3,3.6974907E-1,3.650732E-1,3.7401104E-1,
1570116225,2019-10-03 15:23:45.722,-3.6001205E-5,-7.5716972E-3,-1.6326904E-3,-1.2199879E-3,3.7436676E-1,3.693533E-1,3.7579346E-1,
1570116285,2019-10-03 15:24:45.722,1.8033981E-3,-6.4992905E-3,5.1259995E-4,1.7166138E-4,3.8094425E-1,3.7662506E-1,3.8497257E-1,
1570116345,2019-10-03 15:25:45.722,-5.6648254E-4,-8.389235E-3,-1.8539429E-3,-2.0377636E-3,3.7352085E-1,3.6783218E-1,3.76606E-1,
1570116405,2019-10-03 15:26:45.722,-2.2497177E-3,-1.0530472E-2,-3.6177635E-3,-3.908396E-3,3.6857414E-1,3.632431E-1,3.7226677E-1,
1570116465,2019-10-03 15:27:45.722,-2.225399E-3,-1.0082722E-2,-3.8673878E-3,-3.7081242E-3,3.6735344E-1,3.621893E-1,3.7133884E-1,
1570116525,2019-10-03 15:28:45.722,-2.559185E-3,-9.947777E-3,-3.6535263E-3,-4.006624E-3,3.621769E-1,3.5608673E-1,3.6551666E-1,
1570116585,2019-10-03 15:29:45.722,-5.495548E-4,-8.474827E-3,-1.6601086E-3,-2.320528E-3,3.6888218E-1,3.6535263E-1,3.7139893E-1,
1570116645,2019-10-03 15:30:45.722,-3.273487E-4,-7.8241825E-3,-1.2991428E-3,-1.888752E-3,3.7631702E-1,3.702898E-1,3.7822628E-1,
1570116705,2019-10-03 15:31:45.722,-1.0786057E-3,-8.924246E-3,-1.696825E-3,-2.2933483E-3,3.6982727E-1,3.6305046E-1,3.7156582E-1,
1570116765,2019-10-03 15:32:45.724,-1.2850761E-4,-8.087873E-3,-1.696825E-3,-1.6970634E-3,3.675213E-1,3.623457E-1,3.7112904E-1,
1570116825,2019-10-03 15:33:45.724,-2.516985E-3,-9.85074E-3,-3.4339428E-3,-4.419327E-3,3.6326885E-1,3.5705566E-1,3.6614704E-1,
1570116885,2019-10-03 15:34:45.722,-2.5262833E-3,-1.0349274E-2,-3.8530827E-3,-4.2920113E-3,3.673563E-1,3.624878E-1,3.6931992E-1,
1570116945,2019-10-03 15:35:45.763,1.9288063E-4,-7.5421333E-3,-9.281635E-4,-1.3904572E-3,3.76359E-1,3.7039757E-1,3.8013268E-1,
1570117005,2019-10-03 15:36:45.722,-2.6640892E-3,-1.0550976E-2,-3.2856464E-3,-4.0824413E-3,3.677473E-1,3.6241913E-1,3.7049294E-1,
1570117065,2019-10-03 15:37:45.725,-2.4888515E-3,-1.00643635E-2,-4.023552E-3,-4.2574406E-3,3.6833668E-1,3.6258507E-1,3.7005806E-1,
1570117125,2019-10-03 15:38:45.722,-1.3899803E-3,-8.9530945E-3,-1.773119E-3,-1.7514229E-3,3.693781E-1,3.6328983E-1,3.7194824E-1,
1570117185,2019-10-03 15:39:45.722,-4.553795E-4,-8.201838E-3,-2.1092892E-3,-2.2313595E-3,3.688469E-1,3.6379433E-1,3.716259E-1,
1570117245,2019-10-03 15:40:45.722,-2.0570755E-3,-1.0324717E-2,-3.6218166E-3,-4.07815E-3,3.675995E-1,3.6343384E-1,3.7059593E-1,
1570117305,2019-10-03 15:41:45.722,-1.0976791E-3,-8.426666E-3,-1.6317368E-3,-2.1455288E-3,3.7463665E-1,3.685341E-1,3.7675476E-1,
1570117365,2019-10-03 15:42:45.724,-2.9485226E-3,-1.0185957E-2,-3.5784245E-3,-3.7224293E-3,3.679676E-1,3.6225224E-1,3.706541E-1,
1570117425,2019-10-03 15:43:45.722,-2.4359226E-3,-1.04391575E-2,-3.8795471E-3,-3.6678314E-3,3.6766624E-1,3.6260128E-1,3.6915112E-1,
1570117485,2019-10-03 15:44:45.722,3.170967E-5,-7.6789856E-3,-1.303196E-3,-1.108408E-3,3.7403393E-1,3.6792278E-1,3.7567997E-1,
1570117545,2019-10-03 15:45:45.722,-1.1489391E-3,-8.537531E-3,-1.6548634E-3,-2.257347E-3,3.6967754E-1,3.6178303E-1,3.7215233E-1,
1570117605,2019-10-03 15:46:45.722,-2.374649E-4,-7.5376034E-3,-1.4908314E-3,-1.1687279E-3,3.707447E-1,3.640318E-1,3.7337875E-1,
1570117665,2019-10-03 15:47:45.722,2.6535988E-4,-7.4105263E-3,-6.699562E-4,-1.5895367E-3,3.7626743E-1,3.705597E-1,3.795128E-1,
1570117725,2019-10-03 15:48:45.722,1.4224052E-3,-5.720377E-3,5.49078E-4,4.4369698E-4,3.797474E-1,3.7487984E-1,3.812542E-1,
1570117785,2019-10-03 15:49:45.722,2.0167828E-3,-5.916834E-3,6.353855E-4,-1.0681152E-4,3.7627125E-1,3.697996E-1,3.7908268E-1,
1570117845,2019-10-03 15:50:45.722,1.9567013E-3,-6.3364506E-3,6.990433E-4,5.850792E-4,3.8067436E-1,3.7439442E-1,3.8228798E-1,
1570117905,2019-10-03 15:51:45.722,1.4743805E-3,-5.9411526E-3,3.7288666E-4,4.529953E-4,3.79879E-1,3.7363625E-1,3.8119602E-1,
1570117965,2019-10-03 15:52:45.751,-3.695488E-4,-8.354664E-3,-1.8367767E-3,-2.0127296E-3,3.6891842E-1,3.6366463E-1,3.6888123E-1,
1570118025,2019-10-03 15:53:45.722,1.5306473E-4,-7.6971054E-3,-1.0621548E-3,-1.5428066E-3,3.7121296E-1,3.6501503E-1,3.7301254E-1,
1570118085,2019-10-03 15:54:45.730,-1.9073486E-6,-7.534504E-3,-1.0275841E-3,-1.7623901E-3,3.7447357E-1,3.690338E-1,3.765936E-1,
1570118145,2019-10-03 15:55:45.722,-2.3319721E-3,-1.0410309E-2,-3.5688877E-3,-4.217148E-3,3.6775875E-1,3.617258E-1,3.7003136E-1,
1570118205,2019-10-03 15:56:45.724,-2.4938583E-3,-1.00057125E-2,-3.5772324E-3,-4.2078495E-3,3.6460876E-1,3.5826778E-1,3.6697674E-1,
