Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569945600,2019-10-01 16:00:00.000,-643217,,,,,,
1569945900,2019-10-01 16:05:00.000,-643217,,,,,,
1569946200,2019-10-01 16:10:00.000,-643217,,,,,,
1569946500,2019-10-01 16:15:00.000,-643217,,,,,,
1569946800,2019-10-01 16:20:00.000,-652941,,,,,,
1569947100,2019-10-01 16:25:00.000,-643217,,,,,,
1569947400,2019-10-01 16:30:00.000,-652941,,,,,,
1569947700,2019-10-01 16:35:00.000,-652941,,,,,,
1569948000,2019-10-01 16:40:00.000,-643217,,,,,,
1569948300,2019-10-01 16:45:00.000,-652941,,,,,,
1569948600,2019-10-01 16:50:00.000,-652941,,,,,,
1569948900,2019-10-01 16:55:00.000,-643217,,,,,,
