Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570568400,2019-10-08 21:00:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,13500,9517,90,0,
1570568700,2019-10-08 21:05:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,22600,9517,90,0,
1570569000,2019-10-08 21:10:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,32700,9517,90,0,
1570569300,2019-10-08 21:15:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,43000,9517,90,0,
1570569600,2019-10-08 21:20:00.000,57.992187N 10.547246E 162m,GNSS locked,8,Time OK,Fine lock,100,9517,100,0,
1570569900,2019-10-08 21:25:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,8400,9517,90,0,
1570570200,2019-10-08 21:30:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,17200,9517,90,0,
1570570500,2019-10-08 21:35:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,26600,9517,90,0,
1570570800,2019-10-08 21:40:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,36300,9517,90,0,
1570571100,2019-10-08 21:45:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,46700,9517,90,0,
1570571400,2019-10-08 21:50:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,2600,9520,90,0,
1570571700,2019-10-08 21:55:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,11600,9520,90,0,
