Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570471200,2019-10-07 18:00:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,15300,9508,90,0,
1570471500,2019-10-07 18:05:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,24000,9508,90,0,
1570471800,2019-10-07 18:10:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,33400,9508,90,0,
1570472100,2019-10-07 18:15:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,43500,9508,90,0,
1570472400,2019-10-07 18:20:00.000,57.991719N 10.547463E 129m,GNSS locked,5,Time OK,Fine lock,100,9508,100,0,
1570472700,2019-10-07 18:25:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,8600,9508,90,0,
1570473000,2019-10-07 18:30:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,17200,9508,90,0,
1570473300,2019-10-07 18:35:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,26400,9508,90,0,
1570473600,2019-10-07 18:40:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,36100,9508,90,0,
1570473900,2019-10-07 18:45:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,46600,9508,90,0,
1570474200,2019-10-07 18:50:00.000,57.991719N 10.547463E 129m,Off,4,Time OK,Free running,2400,9509,90,0,
1570474500,2019-10-07 18:55:00.000,57.991719N 10.547463E 129m,Off,4,Time OK,Free running,10900,9509,90,0,
