Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570629600,2019-10-09 14:00:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,3000,9510,90,0,
1570629900,2019-10-09 14:05:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,12000,9510,90,0,
1570630200,2019-10-09 14:10:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,21000,9510,90,0,
1570630500,2019-10-09 14:15:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,29600,9510,90,0,
1570630800,2019-10-09 14:20:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,38200,9510,90,0,
1570631100,2019-10-09 14:25:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,47500,9510,90,0,
1570631400,2019-10-09 14:30:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,3000,9508,90,0,
1570631700,2019-10-09 14:35:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,11600,9508,90,0,
1570632000,2019-10-09 14:40:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,20800,9508,90,0,
1570632300,2019-10-09 14:45:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,31200,9508,90,0,
1570632600,2019-10-09 14:50:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,42700,9508,90,0,
1570632900,2019-10-09 14:55:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,600,9513,90,0,
