Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570266000,2019-10-05 09:00:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,200,9527,90,0,
1570266300,2019-10-05 09:05:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,9400,9527,90,0,
1570266600,2019-10-05 09:10:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,19500,9527,90,0,
1570266900,2019-10-05 09:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,30300,9527,90,0,
1570267200,2019-10-05 09:20:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,41300,9527,90,0,
1570267500,2019-10-05 09:25:00.000,57.991719N 10.547463E 129m,GNSS locked,9,Time OK,Coarse lock,5000,8928,90,5000,
1570267800,2019-10-05 09:30:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,7100,9510,90,0,
1570268100,2019-10-05 09:35:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,16000,9510,90,0,
1570268400,2019-10-05 09:40:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,25500,9510,90,0,
1570268700,2019-10-05 09:45:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,35100,9510,90,0,
1570269000,2019-10-05 09:50:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,45100,9510,90,0,
1570269300,2019-10-05 09:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,1100,9509,90,0,
