Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570244400,2019-10-05 03:00:00.000,57.991719N 10.547463E 129m,GNSS unlocked,8,Time OK,Free running,50200,9513,90,0,
1570244700,2019-10-05 03:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,5800,9512,90,0,
1570245000,2019-10-05 03:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,14600,9512,90,0,
1570245300,2019-10-05 03:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,23200,9512,90,0,
1570245600,2019-10-05 03:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,31900,9512,90,0,
1570245900,2019-10-05 03:25:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,40900,9512,90,0,
1570246200,2019-10-05 03:30:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,50400,9512,90,0,
1570246500,2019-10-05 03:35:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,5800,9512,90,0,
1570246800,2019-10-05 03:40:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,14500,9512,90,0,
1570247100,2019-10-05 03:45:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,23000,9512,90,0,
1570247400,2019-10-05 03:50:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,31700,9512,90,0,
1570247700,2019-10-05 03:55:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,40600,9512,90,0,
