Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570269600,2019-10-05 10:00:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,10400,9509,90,0,
1570269900,2019-10-05 10:05:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,20300,9509,90,0,
1570270200,2019-10-05 10:10:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,30600,9509,90,0,
1570270500,2019-10-05 10:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,41700,9509,90,0,
1570270800,2019-10-05 10:20:00.000,57.991719N 10.547463E 129m,GNSS locked,9,Time OK,Coarse lock,1000,9409,90,833,
1570271100,2019-10-05 10:25:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,10800,9510,90,0,
1570271400,2019-10-05 10:30:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,28700,9510,90,0,
1570271700,2019-10-05 10:35:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,48600,9510,90,0,
1570272000,2019-10-05 10:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,5100,9504,90,0,
1570272300,2019-10-05 10:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,16100,9504,90,0,
1570272600,2019-10-05 10:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,29900,9504,90,0,
1570272900,2019-10-05 10:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,46200,9504,90,0,
