Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570161600,2019-10-04 04:00:00.000,-633494,,,,,,
1570161900,2019-10-04 04:05:00.000,-633494,,,,,,
1570162200,2019-10-04 04:10:00.000,-623770,,,,,,
1570162500,2019-10-04 04:15:00.000,-623770,,,,,,
1570162800,2019-10-04 04:20:00.000,-633494,,,,,,
1570163100,2019-10-04 04:25:00.000,-633494,,,,,,
1570163400,2019-10-04 04:30:00.000,-633494,,,,,,
1570163700,2019-10-04 04:35:00.000,-623770,,,,,,
1570164000,2019-10-04 04:40:00.000,-633494,,,,,,
1570164300,2019-10-04 04:45:00.000,-623770,,,,,,
1570164600,2019-10-04 04:50:00.000,-623770,,,,,,
1570164900,2019-10-04 04:55:00.000,-633494,,,,,,
