Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569906000,2019-10-01 05:00:00.000,-643217,,,,,,
1569906300,2019-10-01 05:05:00.000,-652941,,,,,,
1569906600,2019-10-01 05:10:00.000,-643217,,,,,,
1569906900,2019-10-01 05:15:00.000,-643217,,,,,,
1569907200,2019-10-01 05:20:00.000,-643217,,,,,,
1569907500,2019-10-01 05:25:00.000,-643217,,,,,,
1569907800,2019-10-01 05:30:00.000,-643217,,,,,,
1569908100,2019-10-01 05:35:00.000,-643217,,,,,,
1569908400,2019-10-01 05:40:00.000,-643217,,,,,,
1569908700,2019-10-01 05:45:00.000,-643217,,,,,,
1569909000,2019-10-01 05:50:00.000,-643217,,,,,,
1569909300,2019-10-01 05:55:00.000,-643217,,,,,,
