Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570071600,2019-10-03 03:00:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,3300,9525,90,0,
1570071900,2019-10-03 03:05:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,11800,9525,90,0,
1570072200,2019-10-03 03:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,20600,9525,90,0,
1570072500,2019-10-03 03:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,29800,9525,90,0,
1570072800,2019-10-03 03:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,39800,9525,90,0,
1570073100,2019-10-03 03:25:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,50100,9525,90,0,
1570073400,2019-10-03 03:30:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,5100,9524,90,0,
1570073700,2019-10-03 03:35:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,14000,9524,90,0,
1570074000,2019-10-03 03:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,22600,9524,90,0,
1570074300,2019-10-03 03:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,31600,9524,90,0,
1570074600,2019-10-03 03:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,41200,9524,90,0,
1570074900,2019-10-03 03:55:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51200,9524,90,0,
