Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570395600,2019-10-06 21:00:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,34800,9511,90,0,
1570395900,2019-10-06 21:05:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,45200,9511,90,0,
1570396200,2019-10-06 21:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,1400,9516,90,0,
1570396500,2019-10-06 21:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,9900,9516,90,0,
1570396800,2019-10-06 21:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,18500,9516,90,0,
1570397100,2019-10-06 21:25:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,27300,9516,90,0,
1570397400,2019-10-06 21:30:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,37000,9516,90,0,
1570397700,2019-10-06 21:35:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,47400,9516,90,0,
1570398000,2019-10-06 21:40:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,3000,9514,90,0,
1570398300,2019-10-06 21:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,11700,9514,90,0,
1570398600,2019-10-06 21:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,20800,9514,90,0,
1570398900,2019-10-06 21:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,30500,9514,90,0,
