Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570204800,2019-10-04 16:00:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,3800,9505,90,0,
1570205100,2019-10-04 16:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,12800,9505,90,0,
1570205400,2019-10-04 16:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,21600,9505,90,0,
1570205700,2019-10-04 16:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,30600,9505,90,0,
1570206000,2019-10-04 16:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,39100,9505,90,0,
1570206300,2019-10-04 16:25:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,47600,9505,90,0,
1570206600,2019-10-04 16:30:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,3100,9503,90,0,
1570206900,2019-10-04 16:35:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,12300,9503,90,0,
1570207200,2019-10-04 16:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,21400,9503,90,0,
1570207500,2019-10-04 16:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,30400,9503,90,0,
1570207800,2019-10-04 16:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,39000,9503,90,0,
1570208100,2019-10-04 16:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,47500,9503,90,0,
