Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570654800,2019-10-09 21:00:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,38900,9530,90,0,
1570655100,2019-10-09 21:05:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,49400,9530,90,0,
1570655400,2019-10-09 21:10:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,4400,9520,90,0,
1570655700,2019-10-09 21:15:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,13100,9520,90,0,
1570656000,2019-10-09 21:20:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,21700,9520,90,0,
1570656300,2019-10-09 21:25:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,31000,9520,90,0,
1570656600,2019-10-09 21:30:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,40800,9520,90,0,
1570656900,2019-10-09 21:35:00.000,57.992187N 10.547246E 162m,GNSS unlocked,0,Time OK,Free running,51200,9520,90,0,
1570657200,2019-10-09 21:40:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,6400,9522,90,0,
1570657500,2019-10-09 21:45:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,15400,9522,90,0,
1570657800,2019-10-09 21:50:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,24500,9522,90,0,
1570658100,2019-10-09 21:55:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,34200,9522,90,0,
