Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570032000,2019-10-02 16:00:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,37500,9512,90,0,
1570032300,2019-10-02 16:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,48000,9512,90,0,
1570032600,2019-10-02 16:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,3900,9514,90,0,
1570032900,2019-10-02 16:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,12400,9514,90,0,
1570033200,2019-10-02 16:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,21300,9514,90,0,
1570033500,2019-10-02 16:25:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,31000,9514,90,0,
1570033800,2019-10-02 16:30:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,41700,9514,90,0,
1570034100,2019-10-02 16:35:00.000,57.991719N 10.547463E 129m,GNSS locked,7,Time OK,Coarse lock,700,9448,90,520,
1570034400,2019-10-02 16:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,7500,9513,90,0,
1570034700,2019-10-02 16:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,16900,9513,90,0,
1570035000,2019-10-02 16:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,27400,9513,90,0,
1570035300,2019-10-02 16:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,39200,9513,90,0,
