Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570194000,2019-10-04 13:00:00.000,-643217,,,,,,
1570194300,2019-10-04 13:05:00.000,-633494,,,,,,
1570194600,2019-10-04 13:10:00.000,-633494,,,,,,
1570194900,2019-10-04 13:15:00.000,-643217,,,,,,
1570195200,2019-10-04 13:20:00.000,-633494,,,,,,
1570195500,2019-10-04 13:25:00.000,-643217,,,,,,
1570195800,2019-10-04 13:30:00.000,-643217,,,,,,
1570196100,2019-10-04 13:35:00.000,-633494,,,,,,
1570196400,2019-10-04 13:40:00.000,-643217,,,,,,
1570196700,2019-10-04 13:45:00.000,-633494,,,,,,
1570197000,2019-10-04 13:50:00.000,-633494,,,,,,
1570197300,2019-10-04 13:55:00.000,-633494,,,,,,
