Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570586400,2019-10-09 02:00:00.000,-633494,,,,,,
1570586700,2019-10-09 02:05:00.000,-633494,,,,,,
1570587000,2019-10-09 02:10:00.000,-633494,,,,,,
1570587300,2019-10-09 02:15:00.000,-633494,,,,,,
1570587600,2019-10-09 02:20:00.000,-623770,,,,,,
1570587900,2019-10-09 02:25:00.000,-623770,,,,,,
1570588200,2019-10-09 02:30:00.000,-623770,,,,,,
1570588500,2019-10-09 02:35:00.000,-633494,,,,,,
1570588800,2019-10-09 02:40:00.000,-633494,,,,,,
1570589100,2019-10-09 02:45:00.000,-633494,,,,,,
1570589400,2019-10-09 02:50:00.000,-633494,,,,,,
1570589700,2019-10-09 02:55:00.000,-633494,,,,,,
