Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570662000,2019-10-09 23:00:00.000,-623770,,,,,,
1570662300,2019-10-09 23:05:00.000,-623770,,,,,,
1570662600,2019-10-09 23:10:00.000,-633494,,,,,,
1570662900,2019-10-09 23:15:00.000,-623770,,,,,,
1570663200,2019-10-09 23:20:00.000,-633494,,,,,,
1570663500,2019-10-09 23:25:00.000,-633494,,,,,,
1570663800,2019-10-09 23:30:00.000,-633494,,,,,,
1570664100,2019-10-09 23:35:00.000,-633494,,,,,,
1570664400,2019-10-09 23:40:00.000,-633494,,,,,,
1570664700,2019-10-09 23:45:00.000,-623770,,,,,,
1570665000,2019-10-09 23:50:00.000,-633494,,,,,,
1570665300,2019-10-09 23:55:00.000,-623770,,,,,,
