Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570446000,2019-10-07 11:00:00.000,-633494,,,,,,
1570446300,2019-10-07 11:05:00.000,-633494,,,,,,
1570446600,2019-10-07 11:10:00.000,-633494,,,,,,
1570446900,2019-10-07 11:15:00.000,-633494,,,,,,
1570447200,2019-10-07 11:20:00.000,-633494,,,,,,
1570447500,2019-10-07 11:25:00.000,-633494,,,,,,
1570447800,2019-10-07 11:30:00.000,-633494,,,,,,
1570448100,2019-10-07 11:35:00.000,-633494,,,,,,
1570448400,2019-10-07 11:40:00.000,-633494,,,,,,
1570448700,2019-10-07 11:45:00.000,-633494,,,,,,
1570449000,2019-10-07 11:50:00.000,-633494,,,,,,
1570449300,2019-10-07 11:55:00.000,-633494,,,,,,
