Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570100400,2019-10-03 11:00:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,4700,9517,90,0,
1570100700,2019-10-03 11:05:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,16300,9517,90,0,
1570101000,2019-10-03 11:10:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,31100,9517,90,0,
1570101300,2019-10-03 11:15:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,48600,9517,90,0,
1570101600,2019-10-03 11:20:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,5100,9501,90,0,
1570101900,2019-10-03 11:25:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,17400,9501,90,0,
1570102200,2019-10-03 11:30:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,31200,9501,90,0,
1570102500,2019-10-03 11:35:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,44100,9501,90,0,
1570102800,2019-10-03 11:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,1500,9503,90,0,
1570103100,2019-10-03 11:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,11200,9503,90,0,
1570103400,2019-10-03 11:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,21100,9503,90,0,
1570103700,2019-10-03 11:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,31000,9503,90,0,
