Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569895200,2019-10-01 02:00:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,3900,9521,90,0,
1569895500,2019-10-01 02:05:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,12800,9521,90,0,
1569895800,2019-10-01 02:10:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,21900,9521,90,0,
1569896100,2019-10-01 02:15:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,31200,9521,90,0,
1569896400,2019-10-01 02:20:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,40300,9521,90,0,
1569896700,2019-10-01 02:25:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,49300,9521,90,0,
1569897000,2019-10-01 02:30:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,3900,9520,90,0,
1569897300,2019-10-01 02:35:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,12900,9520,90,0,
1569897600,2019-10-01 02:40:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,21800,9520,90,0,
1569897900,2019-10-01 02:45:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,30700,9520,90,0,
1569898200,2019-10-01 02:50:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,39700,9520,90,0,
1569898500,2019-10-01 02:55:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,48400,9520,90,0,
