Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570348800,2019-10-06 08:00:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,18900,9515,90,0,
1570349100,2019-10-06 08:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,27900,9515,90,0,
1570349400,2019-10-06 08:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,37000,9515,90,0,
1570349700,2019-10-06 08:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,46100,9515,90,0,
1570350000,2019-10-06 08:20:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,1200,9513,90,0,
1570350300,2019-10-06 08:25:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,9900,9513,90,0,
1570350600,2019-10-06 08:30:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,18800,9513,90,0,
1570350900,2019-10-06 08:35:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,27700,9513,90,0,
1570351200,2019-10-06 08:40:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,36900,9513,90,0,
1570351500,2019-10-06 08:45:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,46500,9513,90,0,
1570351800,2019-10-06 08:50:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,2100,9515,90,0,
1570352100,2019-10-06 08:55:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,11000,9515,90,0,
