Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570410000,2019-10-07 01:00:00.000,57.991719N 10.547463E 129m,GNSS unlocked,7,Time OK,Free running,50300,9520,90,0,
1570410300,2019-10-07 01:05:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,5200,9518,90,0,
1570410600,2019-10-07 01:10:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,13700,9518,90,0,
1570410900,2019-10-07 01:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,22300,9518,90,0,
1570411200,2019-10-07 01:20:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,31100,9518,90,0,
1570411500,2019-10-07 01:25:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,40500,9518,90,0,
1570411800,2019-10-07 01:30:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,50200,9518,90,0,
1570412100,2019-10-07 01:35:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,4700,9519,90,0,
1570412400,2019-10-07 01:40:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,13400,9519,90,0,
1570412700,2019-10-07 01:45:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,22000,9519,90,0,
1570413000,2019-10-07 01:50:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,30600,9519,90,0,
1570413300,2019-10-07 01:55:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,39700,9519,90,0,
