Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569985200,2019-10-02 03:00:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,7800,9526,90,0,
1569985500,2019-10-02 03:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,16600,9526,90,0,
1569985800,2019-10-02 03:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,25500,9526,90,0,
1569986100,2019-10-02 03:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,34300,9526,90,0,
1569986400,2019-10-02 03:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,42900,9526,90,0,
1569986700,2019-10-02 03:25:00.000,57.991719N 10.547463E 129m,GNSS locked,3,Time OK,Free running,51500,9526,90,0,
1569987000,2019-10-02 03:30:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,6700,9524,90,0,
1569987300,2019-10-02 03:35:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,15700,9524,90,0,
1569987600,2019-10-02 03:40:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,24600,9524,90,0,
1569987900,2019-10-02 03:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,33800,9524,90,0,
1569988200,2019-10-02 03:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,42800,9524,90,0,
1569988500,2019-10-02 03:55:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51700,9524,90,0,
