Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569927600,2019-10-01 11:00:00.000,-643217,,,,,,
1569927900,2019-10-01 11:05:00.000,-652941,,,,,,
1569928200,2019-10-01 11:10:00.000,-643217,,,,,,
1569928500,2019-10-01 11:15:00.000,-643217,,,,,,
1569928800,2019-10-01 11:20:00.000,-643217,,,,,,
1569929100,2019-10-01 11:25:00.000,-643217,,,,,,
1569929400,2019-10-01 11:30:00.000,-643217,,,,,,
1569929700,2019-10-01 11:35:00.000,-643217,,,,,,
1569930000,2019-10-01 11:40:00.000,-643217,,,,,,
1569930300,2019-10-01 11:45:00.000,-652941,,,,,,
1569930600,2019-10-01 11:50:00.000,-643217,,,,,,
1569930900,2019-10-01 11:55:00.000,-643217,,,,,,
