Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569916800,2019-10-01 08:00:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,9500,9518,90,0,
1569917100,2019-10-01 08:05:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,19000,9518,90,0,
1569917400,2019-10-01 08:10:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,28700,9518,90,0,
1569917700,2019-10-01 08:15:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,38800,9518,90,0,
1569918000,2019-10-01 08:20:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,48700,9518,90,0,
1569918300,2019-10-01 08:25:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,4200,9518,90,0,
1569918600,2019-10-01 08:30:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,13800,9518,90,0,
1569918900,2019-10-01 08:35:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,23900,9518,90,0,
1569919200,2019-10-01 08:40:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,34200,9518,90,0,
1569919500,2019-10-01 08:45:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,44500,9518,90,0,
1569919800,2019-10-01 08:50:00.000,57.991894N 10.547354E 202m,GNSS locked,8,Time OK,Coarse lock,100,9510,90,0,
1569920100,2019-10-01 08:55:00.000,57.991894N 10.547354E 202m,Off,8,Time OK,Free running,8700,9512,90,0,
