Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570320000,2019-10-06 00:00:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,33400,9511,90,0,
1570320300,2019-10-06 00:05:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,42600,9511,90,0,
1570320600,2019-10-06 00:10:00.000,57.991719N 10.547463E 129m,GNSS locked,7,Time OK,Coarse lock,1200,9372,90,1145,
1570320900,2019-10-06 00:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,4400,9526,90,0,
1570321200,2019-10-06 00:20:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,12800,9526,90,0,
1570321500,2019-10-06 00:25:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,21500,9526,90,0,
1570321800,2019-10-06 00:30:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,31000,9526,90,0,
1570322100,2019-10-06 00:35:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,40700,9526,90,0,
1570322400,2019-10-06 00:40:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51400,9526,90,0,
1570322700,2019-10-06 00:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,6200,9512,90,0,
1570323000,2019-10-06 00:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,14900,9512,90,0,
1570323300,2019-10-06 00:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,23500,9512,90,0,
