Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570417200,2019-10-07 03:00:00.000,57.991719N 10.547463E 129m,GNSS locked,7,Time OK,Coarse lock,1000,9400,90,937,
1570417500,2019-10-07 03:05:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,6300,9522,90,0,
1570417800,2019-10-07 03:10:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,14700,9522,90,0,
1570418100,2019-10-07 03:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,23300,9522,90,0,
1570418400,2019-10-07 03:20:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,32500,9522,90,0,
1570418700,2019-10-07 03:25:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,42300,9522,90,0,
1570419000,2019-10-07 03:30:00.000,57.991719N 10.547463E 129m,GNSS locked,6,Time OK,Coarse lock,1700,9344,90,1458,
1570419300,2019-10-07 03:35:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,7400,9522,90,0,
1570419600,2019-10-07 03:40:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,16000,9522,90,0,
1570419900,2019-10-07 03:45:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,24400,9522,90,0,
1570420200,2019-10-07 03:50:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,33400,9522,90,0,
1570420500,2019-10-07 03:55:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,43100,9522,90,0,
