Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570442400,2019-10-07 10:00:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,29700,9526,90,0,
1570442700,2019-10-07 10:05:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,41200,9526,90,0,
1570443000,2019-10-07 10:10:00.000,57.991719N 10.547463E 129m,GNSS locked,9,Time OK,Coarse lock,3300,9134,90,3229,
1570443300,2019-10-07 10:15:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,7400,9515,90,0,
1570443600,2019-10-07 10:20:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,17000,9515,90,0,
1570443900,2019-10-07 10:25:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,30200,9515,90,0,
1570444200,2019-10-07 10:30:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,48700,9515,90,0,
1570444500,2019-10-07 10:35:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,5300,9512,90,0,
1570444800,2019-10-07 10:40:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,17100,9512,90,0,
1570445100,2019-10-07 10:45:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,32000,9512,90,0,
1570445400,2019-10-07 10:50:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,49900,9512,90,0,
1570445700,2019-10-07 10:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,5900,9511,90,0,
