Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570636800,2019-10-09 16:00:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,16100,9512,90,0,
1570637100,2019-10-09 16:05:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,25100,9512,90,0,
1570637400,2019-10-09 16:10:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,34400,9512,90,0,
1570637700,2019-10-09 16:15:00.000,57.992187N 10.547246E 162m,Off,8,Time OK,Free running,44500,9512,90,0,
1570638000,2019-10-09 16:20:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,400,9515,90,0,
1570638300,2019-10-09 16:25:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,9200,9515,90,0,
1570638600,2019-10-09 16:30:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,17700,9515,90,0,
1570638900,2019-10-09 16:35:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,26300,9515,90,0,
1570639200,2019-10-09 16:40:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,35700,9515,90,0,
1570639500,2019-10-09 16:45:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,45800,9515,90,0,
1570639800,2019-10-09 16:50:00.000,57.992187N 10.547246E 162m,Off,6,Time OK,Free running,1700,9518,90,0,
1570640100,2019-10-09 16:55:00.000,57.992187N 10.547246E 162m,Off,6,Time OK,Free running,10200,9518,90,0,
