Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570334400,2019-10-06 04:00:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,30600,9514,90,0,
1570334700,2019-10-06 04:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,39300,9514,90,0,
1570335000,2019-10-06 04:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,48100,9514,90,0,
1570335300,2019-10-06 04:15:00.000,57.991719N 10.547463E 129m,GNSS locked,8,Time OK,Fine lock,400,9506,100,312,
1570335600,2019-10-06 04:20:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,8100,9504,90,0,
1570335900,2019-10-06 04:25:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,17000,9504,90,0,
1570336200,2019-10-06 04:30:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,25800,9504,90,0,
1570336500,2019-10-06 04:35:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,34200,9504,90,0,
1570336800,2019-10-06 04:40:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,42800,9504,90,0,
1570337100,2019-10-06 04:45:00.000,57.991719N 10.547463E 129m,GNSS locked,5,Time OK,Coarse lock,6200,9601,90,-6145,
1570337400,2019-10-06 04:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,6500,9514,90,0,
1570337700,2019-10-06 04:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,15000,9514,90,0,
