Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570230000,2019-10-04 23:00:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,4800,9512,90,0,
1570230300,2019-10-04 23:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,13400,9512,90,0,
1570230600,2019-10-04 23:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,22100,9512,90,0,
1570230900,2019-10-04 23:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,30800,9512,90,0,
1570231200,2019-10-04 23:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,39700,9512,90,0,
1570231500,2019-10-04 23:25:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,48700,9512,90,0,
1570231800,2019-10-04 23:30:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,3900,9510,90,0,
1570232100,2019-10-04 23:35:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,12500,9510,90,0,
1570232400,2019-10-04 23:40:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,21500,9510,90,0,
1570232700,2019-10-04 23:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,30400,9510,90,0,
1570233000,2019-10-04 23:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,38900,9510,90,0,
1570233300,2019-10-04 23:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,47400,9510,90,0,
