Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570168800,2019-10-04 06:00:00.000,-633494,,,,,,
1570169100,2019-10-04 06:05:00.000,-633494,,,,,,
1570169400,2019-10-04 06:10:00.000,-633494,,,,,,
1570169700,2019-10-04 06:15:00.000,-633494,,,,,,
1570170000,2019-10-04 06:20:00.000,-633494,,,,,,
1570170300,2019-10-04 06:25:00.000,-633494,,,,,,
1570170600,2019-10-04 06:30:00.000,-633494,,,,,,
1570170900,2019-10-04 06:35:00.000,-633494,,,,,,
1570171200,2019-10-04 06:40:00.000,-623770,,,,,,
1570171500,2019-10-04 06:45:00.000,-633494,,,,,,
1570171800,2019-10-04 06:50:00.000,-623770,,,,,,
1570172100,2019-10-04 06:55:00.000,-623770,,,,,,
