Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570165200,2019-10-04 05:00:00.000,-623770,,,,,,
1570165500,2019-10-04 05:05:00.000,-633494,,,,,,
1570165800,2019-10-04 05:10:00.000,-633494,,,,,,
1570166100,2019-10-04 05:15:00.000,-633494,,,,,,
1570166400,2019-10-04 05:20:00.000,-633494,,,,,,
1570166700,2019-10-04 05:25:00.000,-633494,,,,,,
1570167000,2019-10-04 05:30:00.000,-623770,,,,,,
1570167300,2019-10-04 05:35:00.000,-633494,,,,,,
1570167600,2019-10-04 05:40:00.000,-633494,,,,,,
1570167900,2019-10-04 05:45:00.000,-623770,,,,,,
1570168200,2019-10-04 05:50:00.000,-633494,,,,,,
1570168500,2019-10-04 05:55:00.000,-633494,,,,,,
