Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570420800,2019-10-07 04:00:00.000,57.991719N 10.547463E 129m,GNSS locked,6,Time OK,Coarse lock,100,9523,90,0,
1570421100,2019-10-07 04:05:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,8200,9521,90,0,
1570421400,2019-10-07 04:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,16900,9521,90,0,
1570421700,2019-10-07 04:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,25700,9521,90,0,
1570422000,2019-10-07 04:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,35000,9521,90,0,
1570422300,2019-10-07 04:25:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,45000,9521,90,0,
1570422600,2019-10-07 04:30:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,1100,9520,90,0,
1570422900,2019-10-07 04:35:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,10000,9520,90,0,
1570423200,2019-10-07 04:40:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,18600,9520,90,0,
1570423500,2019-10-07 04:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,27100,9520,90,0,
1570423800,2019-10-07 04:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,35900,9520,90,0,
1570424100,2019-10-07 04:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,45200,9520,90,0,
