Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570017600,2019-10-02 12:00:00.000,-643217,,,,,,
1570017900,2019-10-02 12:05:00.000,-633494,,,,,,
1570018200,2019-10-02 12:10:00.000,-643217,,,,,,
1570018500,2019-10-02 12:15:00.000,-643217,,,,,,
1570018800,2019-10-02 12:20:00.000,-633494,,,,,,
1570019100,2019-10-02 12:25:00.000,-643217,,,,,,
1570019400,2019-10-02 12:30:00.000,-643217,,,,,,
1570019700,2019-10-02 12:35:00.000,-643217,,,,,,
1570020000,2019-10-02 12:40:00.000,-652941,,,,,,
1570020300,2019-10-02 12:45:00.000,-643217,,,,,,
1570020600,2019-10-02 12:50:00.000,-643217,,,,,,
1570020900,2019-10-02 12:55:00.000,-643217,,,,,,
