Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570431600,2019-10-07 07:00:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,600,9521,90,0,
1570431900,2019-10-07 07:05:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,9300,9521,90,0,
1570432200,2019-10-07 07:10:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,18300,9521,90,0,
1570432500,2019-10-07 07:15:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,27700,9521,90,0,
1570432800,2019-10-07 07:20:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,37100,9521,90,0,
1570433100,2019-10-07 07:25:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,46600,9521,90,0,
1570433400,2019-10-07 07:30:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,2200,9520,90,0,
1570433700,2019-10-07 07:35:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,10800,9520,90,0,
1570434000,2019-10-07 07:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,19800,9520,90,0,
1570434300,2019-10-07 07:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,29200,9520,90,0,
1570434600,2019-10-07 07:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,38900,9520,90,0,
1570434900,2019-10-07 07:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,48500,9520,90,0,
