Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569960000,2019-10-01 20:00:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,14300,9520,90,0,
1569960300,2019-10-01 20:05:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,23200,9520,90,0,
1569960600,2019-10-01 20:10:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,33100,9520,90,0,
1569960900,2019-10-01 20:15:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,43700,9520,90,0,
1569961200,2019-10-01 20:20:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,400,9519,90,0,
1569961500,2019-10-01 20:25:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,9100,9519,90,0,
1569961800,2019-10-01 20:30:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,17700,9519,90,0,
1569962100,2019-10-01 20:35:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,26900,9519,90,0,
1569962400,2019-10-01 20:40:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,36900,9519,90,0,
1569962700,2019-10-01 20:45:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,47700,9519,90,0,
1569963000,2019-10-01 20:50:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,3300,9522,90,0,
1569963300,2019-10-01 20:55:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,12000,9522,90,0,
