Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569909600,2019-10-01 06:00:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,11500,9516,90,0,
1569909900,2019-10-01 06:05:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,20400,9516,90,0,
1569910200,2019-10-01 06:10:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,29000,9516,90,0,
1569910500,2019-10-01 06:15:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,37800,9516,90,0,
1569910800,2019-10-01 06:20:00.000,57.991894N 10.547354E 202m,Off,7,Time OK,Free running,46300,9516,90,0,
1569911100,2019-10-01 06:25:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,1300,9518,90,0,
1569911400,2019-10-01 06:30:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,9900,9518,90,0,
1569911700,2019-10-01 06:35:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,18900,9518,90,0,
1569912000,2019-10-01 06:40:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,27500,9518,90,0,
1569912300,2019-10-01 06:45:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,36000,9518,90,0,
1569912600,2019-10-01 06:50:00.000,57.991894N 10.547354E 202m,Off,5,Time OK,Free running,44600,9518,90,0,
1569912900,2019-10-01 06:55:00.000,57.991894N 10.547354E 202m,GNSS locked,5,Time OK,Fine lock,100,9518,100,0,
