Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570118400,2019-10-03 16:00:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51400,9505,90,0,
1570118700,2019-10-03 16:05:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,6200,9507,90,0,
1570119000,2019-10-03 16:10:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,14600,9507,90,0,
1570119300,2019-10-03 16:15:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,23100,9507,90,0,
1570119600,2019-10-03 16:20:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,31600,9507,90,0,
1570119900,2019-10-03 16:25:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,40500,9507,90,0,
1570120200,2019-10-03 16:30:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,50000,9507,90,0,
1570120500,2019-10-03 16:35:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,4900,9505,90,0,
1570120800,2019-10-03 16:40:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,13600,9505,90,0,
1570121100,2019-10-03 16:45:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,22300,9505,90,0,
1570121400,2019-10-03 16:50:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,31400,9505,90,0,
1570121700,2019-10-03 16:55:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,41100,9505,90,0,
