Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570608000,2019-10-09 08:00:00.000,-633494,,,,,,
1570608300,2019-10-09 08:05:00.000,-623770,,,,,,
1570608600,2019-10-09 08:10:00.000,-623770,,,,,,
1570608900,2019-10-09 08:15:00.000,-623770,,,,,,
1570609200,2019-10-09 08:20:00.000,-623770,,,,,,
1570609500,2019-10-09 08:25:00.000,-633494,,,,,,
1570609800,2019-10-09 08:30:00.000,-633494,,,,,,
1570610100,2019-10-09 08:35:00.000,-633494,,,,,,
1570610400,2019-10-09 08:40:00.000,-633494,,,,,,
1570610700,2019-10-09 08:45:00.000,-623770,,,,,,
1570611000,2019-10-09 08:50:00.000,-623770,,,,,,
1570611300,2019-10-09 08:55:00.000,-633494,,,,,,
