Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570593600,2019-10-09 04:00:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,21900,9523,90,0,
1570593900,2019-10-09 04:05:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,31300,9523,90,0,
1570594200,2019-10-09 04:10:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,40900,9523,90,0,
1570594500,2019-10-09 04:15:00.000,57.992187N 10.547246E 162m,GNSS unlocked,0,Time OK,Free running,51000,9523,90,0,
1570594800,2019-10-09 04:20:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,6300,9524,90,0,
1570595100,2019-10-09 04:25:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,15400,9524,90,0,
1570595400,2019-10-09 04:30:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,24300,9524,90,0,
1570595700,2019-10-09 04:35:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,32900,9524,90,0,
1570596000,2019-10-09 04:40:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,41500,9524,90,0,
1570596300,2019-10-09 04:45:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,50100,9524,90,0,
1570596600,2019-10-09 04:50:00.000,57.992187N 10.547246E 162m,Off,6,Time OK,Free running,5500,9522,90,0,
1570596900,2019-10-09 04:55:00.000,57.992187N 10.547246E 162m,Off,6,Time OK,Free running,13800,9522,90,0,
