Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570600800,2019-10-09 06:00:00.000,-623770,,,,,,
1570601100,2019-10-09 06:05:00.000,-623770,,,,,,
1570601400,2019-10-09 06:10:00.000,-623770,,,,,,
1570601700,2019-10-09 06:15:00.000,-623770,,,,,,
1570602000,2019-10-09 06:20:00.000,-623770,,,,,,
1570602300,2019-10-09 06:25:00.000,-633494,,,,,,
1570602600,2019-10-09 06:30:00.000,-633494,,,,,,
1570602900,2019-10-09 06:35:00.000,-633494,,,,,,
1570603200,2019-10-09 06:40:00.000,-633494,,,,,,
1570603500,2019-10-09 06:45:00.000,-633494,,,,,,
1570603800,2019-10-09 06:50:00.000,-633494,,,,,,
1570604100,2019-10-09 06:55:00.000,-623770,,,,,,
