Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570248000,2019-10-05 04:00:00.000,-633494,,,,,,
1570248300,2019-10-05 04:05:00.000,-633494,,,,,,
1570248600,2019-10-05 04:10:00.000,-633494,,,,,,
1570248900,2019-10-05 04:15:00.000,-633494,,,,,,
1570249200,2019-10-05 04:20:00.000,-623770,,,,,,
1570249500,2019-10-05 04:25:00.000,-633494,,,,,,
1570249800,2019-10-05 04:30:00.000,-633494,,,,,,
1570250100,2019-10-05 04:35:00.000,-633494,,,,,,
1570250400,2019-10-05 04:40:00.000,-633494,,,,,,
1570250700,2019-10-05 04:45:00.000,-633494,,,,,,
1570251000,2019-10-05 04:50:00.000,-633494,,,,,,
1570251300,2019-10-05 04:55:00.000,-633494,,,,,,
