Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570500000,2019-10-08 02:00:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,29100,9516,90,0,
1570500300,2019-10-08 02:05:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,38700,9516,90,0,
1570500600,2019-10-08 02:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,48400,9516,90,0,
1570500900,2019-10-08 02:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,3400,9516,90,0,
1570501200,2019-10-08 02:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,12100,9516,90,0,
1570501500,2019-10-08 02:25:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,21100,9516,90,0,
1570501800,2019-10-08 02:30:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,29900,9516,90,0,
1570502100,2019-10-08 02:35:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,38500,9516,90,0,
1570502400,2019-10-08 02:40:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,47000,9516,90,0,
1570502700,2019-10-08 02:45:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,2200,9516,90,0,
1570503000,2019-10-08 02:50:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,10600,9516,90,0,
1570503300,2019-10-08 02:55:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,19300,9516,90,0,
