Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570262400,2019-10-05 08:00:00.000,57.991719N 10.547463E 129m,GNSS locked,8,Time OK,Coarse lock,800,9421,90,729,
1570262700,2019-10-05 08:05:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,7900,9512,90,0,
1570263000,2019-10-05 08:10:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,17400,9512,90,0,
1570263300,2019-10-05 08:15:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,27400,9512,90,0,
1570263600,2019-10-05 08:20:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,37200,9512,90,0,
1570263900,2019-10-05 08:25:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,47300,9512,90,0,
1570264200,2019-10-05 08:30:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,3100,9512,90,0,
1570264500,2019-10-05 08:35:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,11700,9512,90,0,
1570264800,2019-10-05 08:40:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,20300,9512,90,0,
1570265100,2019-10-05 08:45:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,29300,9512,90,0,
1570265400,2019-10-05 08:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,38500,9512,90,0,
1570265700,2019-10-05 08:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,48100,9512,90,0,
