Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570287600,2019-10-05 15:00:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,38200,9503,90,0,
1570287900,2019-10-05 15:05:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,47000,9503,90,0,
1570288200,2019-10-05 15:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,1600,9503,90,0,
1570288500,2019-10-05 15:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,10800,9503,90,0,
1570288800,2019-10-05 15:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,20200,9503,90,0,
1570289100,2019-10-05 15:25:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,29400,9503,90,0,
1570289400,2019-10-05 15:30:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,38300,9503,90,0,
1570289700,2019-10-05 15:35:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,46900,9503,90,0,
1570290000,2019-10-05 15:40:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,2200,9505,90,0,
1570290300,2019-10-05 15:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,10700,9505,90,0,
1570290600,2019-10-05 15:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,19200,9505,90,0,
1570290900,2019-10-05 15:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,27800,9505,90,0,
