Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570662000,2019-10-09 23:00:00.000,57.992187N 10.547246E 162m,Off,7,Time OK,Free running,44400,9523,90,0,
1570662300,2019-10-09 23:05:00.000,57.992187N 10.547246E 162m,GNSS locked,7,Time OK,Coarse lock,100,9520,90,0,
1570662600,2019-10-09 23:10:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,7900,9520,90,0,
1570662900,2019-10-09 23:15:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,17100,9520,90,0,
1570663200,2019-10-09 23:20:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,26000,9520,90,0,
1570663500,2019-10-09 23:25:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,34800,9520,90,0,
1570663800,2019-10-09 23:30:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,43400,9520,90,0,
1570664100,2019-10-09 23:35:00.000,57.992187N 10.547246E 162m,GNSS locked,7,Time OK,Coarse lock,800,9437,90,729,
1570664400,2019-10-09 23:40:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,7400,9523,90,0,
1570664700,2019-10-09 23:45:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,16000,9523,90,0,
1570665000,2019-10-09 23:50:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,24600,9523,90,0,
1570665300,2019-10-09 23:55:00.000,57.992187N 10.547246E 162m,Off,9,Time OK,Free running,33100,9523,90,0,
