Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569931200,2019-10-01 12:00:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,31200,9503,90,0,
1569931500,2019-10-01 12:05:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,42200,9503,90,0,
1569931800,2019-10-01 12:10:00.000,57.991894N 10.547354E 202m,GNSS locked,9,Time OK,Coarse lock,100,9504,90,0,
1569932100,2019-10-01 12:15:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,8200,9505,90,0,
1569932400,2019-10-01 12:20:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,16900,9505,90,0,
1569932700,2019-10-01 12:25:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,26000,9505,90,0,
1569933000,2019-10-01 12:30:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,35800,9505,90,0,
1569933300,2019-10-01 12:35:00.000,57.991894N 10.547354E 202m,Off,9,Time OK,Free running,46200,9505,90,0,
1569933600,2019-10-01 12:40:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,2100,9506,90,0,
1569933900,2019-10-01 12:45:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,10700,9506,90,0,
1569934200,2019-10-01 12:50:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,19400,9506,90,0,
1569934500,2019-10-01 12:55:00.000,57.991894N 10.547354E 202m,Off,10,Time OK,Free running,28100,9506,90,0,
