Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570532400,2019-10-08 11:00:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51000,9511,90,0,
1570532700,2019-10-08 11:05:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,6300,9512,90,0,
1570533000,2019-10-08 11:10:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,18100,9512,90,0,
1570533300,2019-10-08 11:15:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,32500,9512,90,0,
1570533600,2019-10-08 11:20:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,49000,9512,90,0,
1570533900,2019-10-08 11:25:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,4700,9504,90,0,
1570534200,2019-10-08 11:30:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,15200,9504,90,0,
1570534500,2019-10-08 11:35:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,27300,9504,90,0,
1570534800,2019-10-08 11:40:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,37600,9504,90,0,
1570535100,2019-10-08 11:45:00.000,57.991719N 10.547463E 129m,Off,10,Time OK,Free running,46600,9504,90,0,
1570535400,2019-10-08 11:50:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,2000,9502,90,0,
1570535700,2019-10-08 11:55:00.000,57.991719N 10.547463E 129m,Off,9,Time OK,Free running,11000,9502,90,0,
