Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570298400,2019-10-05 18:00:00.000,-643217,,,,,,
1570298700,2019-10-05 18:05:00.000,-643217,,,,,,
1570299000,2019-10-05 18:10:00.000,-633494,,,,,,
1570299300,2019-10-05 18:15:00.000,-643217,,,,,,
1570299600,2019-10-05 18:20:00.000,-643217,,,,,,
1570299900,2019-10-05 18:25:00.000,-633494,,,,,,
1570300200,2019-10-05 18:30:00.000,-643217,,,,,,
1570300500,2019-10-05 18:35:00.000,-633494,,,,,,
1570300800,2019-10-05 18:40:00.000,-633494,,,,,,
1570301100,2019-10-05 18:45:00.000,-633494,,,,,,
1570301400,2019-10-05 18:50:00.000,-633494,,,,,,
1570301700,2019-10-05 18:55:00.000,-633494,,,,,,
