Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570338000,2019-10-06 05:00:00.000,-633494,,,,,,
1570338300,2019-10-06 05:05:00.000,-633494,,,,,,
1570338600,2019-10-06 05:10:00.000,-633494,,,,,,
1570338900,2019-10-06 05:15:00.000,-633494,,,,,,
1570339200,2019-10-06 05:20:00.000,-643217,,,,,,
1570339500,2019-10-06 05:25:00.000,-633494,,,,,,
1570339800,2019-10-06 05:30:00.000,-633494,,,,,,
1570340100,2019-10-06 05:35:00.000,-633494,,,,,,
1570340400,2019-10-06 05:40:00.000,-623770,,,,,,
1570340700,2019-10-06 05:45:00.000,-633494,,,,,,
1570341000,2019-10-06 05:50:00.000,-633494,,,,,,
1570341300,2019-10-06 05:55:00.000,-633494,,,,,,
