Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570035600,2019-10-02 17:00:00.000,57.991719N 10.547463E 129m,GNSS locked,5,Time OK,Free running,52200,9513,90,0,
1570035900,2019-10-02 17:05:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,6700,9519,90,0,
1570036200,2019-10-02 17:10:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,16000,9519,90,0,
1570036500,2019-10-02 17:15:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,26000,9519,90,0,
1570036800,2019-10-02 17:20:00.000,57.991719N 10.547463E 129m,Off,6,Time OK,Free running,37700,9519,90,0,
1570037100,2019-10-02 17:25:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51100,9519,90,0,
1570037400,2019-10-02 17:30:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,5700,9520,90,0,
1570037700,2019-10-02 17:35:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,15000,9520,90,0,
1570038000,2019-10-02 17:40:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,25500,9520,90,0,
1570038300,2019-10-02 17:45:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,37600,9520,90,0,
1570038600,2019-10-02 17:50:00.000,57.991719N 10.547463E 129m,GNSS unlocked,0,Time OK,Free running,51300,9520,90,0,
1570038900,2019-10-02 17:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,5900,9522,90,0,
