Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570129200,2019-10-03 19:00:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,22800,9511,90,0,
1570129500,2019-10-03 19:05:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,33800,9511,90,0,
1570129800,2019-10-03 19:10:00.000,57.991719N 10.547463E 129m,Off,5,Time OK,Free running,46100,9511,90,0,
1570130100,2019-10-03 19:15:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,2400,9513,90,0,
1570130400,2019-10-03 19:20:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,11000,9513,90,0,
1570130700,2019-10-03 19:25:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,20200,9513,90,0,
1570131000,2019-10-03 19:30:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,30600,9513,90,0,
1570131300,2019-10-03 19:35:00.000,57.991719N 10.547463E 129m,Off,8,Time OK,Free running,42000,9513,90,0,
1570131600,2019-10-03 19:40:00.000,57.991719N 10.547463E 129m,GNSS locked,6,Time OK,Coarse lock,100,9515,90,0,
1570131900,2019-10-03 19:45:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,8400,9515,90,0,
1570132200,2019-10-03 19:50:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,17000,9515,90,0,
1570132500,2019-10-03 19:55:00.000,57.991719N 10.547463E 129m,Off,7,Time OK,Free running,26200,9515,90,0,
